,age,weight(kg),Height(m),gender,BMI,BMR,activity_level,calories_to_maintain_weight,B2I_tags,Label,height(cm)
,25,63,1.632,1,24,1574,1.5,2361,8,19,163
,24,62,1.632,1,23,1561,1.3,2030,8,17,163
,24,61,1.631,1,23,1553,1.3,2019,8,17,163
,23,62,1.632,0,23,1419,1.7,2412,8,19,163
,24,62,1.633,1,23,1569,1.3,2040,8,17,163
,24,61,1.633,1,23,1555,1.3,2021,8,17,163
,24,61,1.632,1,23,1548,1.9,2942,8,22,163
,22,61,1.631,1,23,1572,1.5,2358,8,19,163
,23,61,1.631,0,23,1410,1.3,1833,8,16,163
,24,61,1.631,0,23,1402,1.3,1822,8,16,163
,22,63,1.631,0,24,1436,1.5,2154,8,18,163
,22,61,1.631,0,23,1409,1.3,1832,8,16,163
,22,61,1.632,1,23,1562,1.3,2030,8,17,163
,23,61,1.632,1,23,1565,1.3,2035,8,17,163
,24,61,1.633,1,23,1550,1.3,2016,8,17,163
,24,61,1.632,1,23,1554,1.7,2642,8,20,163
,24,61,1.631,1,23,1550,1.9,2944,8,22,163
,23,63,1.632,1,24,1587,1.5,2380,8,19,163
,24,62,1.633,0,23,1414,1.7,2403,8,19,163
,25,61,1.631,1,23,1541,1.3,2003,8,17,163
,25,62,1.633,0,23,1406,1.3,1827,8,16,163
,24,62,1.631,1,23,1571,1.3,2042,8,17,163
,25,61,1.632,0,23,1404,1.3,1826,8,16,163
,24,62,1.632,1,23,1567,1.3,2037,8,17,163
,24,62,1.632,1,23,1574,1.5,2362,8,19,163
,25,61,1.632,1,23,1553,1.3,2019,8,17,163
,24,61,1.633,1,23,1552,1.9,2948,8,22,163
,24,63,1.632,0,24,1428,1.7,2427,8,19,163
,23,61,1.632,0,23,1406,1.7,2390,8,19,163
,23,63,1.631,1,24,1583,1.5,2374,8,19,163
,24,62,1.631,0,23,1411,1.7,2399,8,19,163
,23,63,1.633,1,24,1593,1.5,2389,8,19,163
,24,64,1.631,1,24,1588,1.5,2382,8,19,163
,25,63,1.632,0,24,1417,1.3,1842,8,16,163
,25,61,1.633,1,23,1544,1.3,2007,8,17,163
,22,63,1.631,0,24,1436,1.7,2440,8,19,163
,23,61,1.632,0,23,1412,1.7,2401,8,19,163
,23,61,1.633,0,23,1414,1.3,1838,8,16,163
,23,62,1.632,1,23,1570,1.3,2041,8,17,163
,25,62,1.631,0,23,1412,1.3,1836,8,16,163
,25,64,1.632,0,24,1427,1.7,2426,8,19,163
,23,62,1.632,1,23,1570,1.5,2355,8,19,163
,24,61,1.633,0,23,1404,1.7,2387,8,19,163
,25,62,1.631,1,23,1559,1.3,2027,8,17,163
,25,61,1.631,0,23,1404,1.3,1826,8,16,163
,22,61,1.631,0,23,1416,1.7,2407,8,19,163
,24,64,1.633,1,24,1589,1.5,2384,8,19,163
,24,61,1.632,1,23,1547,1.7,2630,8,20,163
,25,61,1.633,0,23,1400,1.7,2380,8,19,163
,23,64,1.633,0,24,1436,1.7,2440,8,19,163
,25,61,1.631,1,23,1541,1.3,2004,8,17,163
,23,61,1.632,0,23,1414,1.3,1838,8,16,163
,24,62,1.633,1,23,1562,1.3,2031,8,17,163
,24,62,1.632,0,23,1411,1.3,1835,8,16,163
,23,61,1.633,1,23,1564,1.3,2033,8,17,163
,24,62,1.632,0,23,1416,1.3,1841,8,16,163
,23,64,1.632,0,24,1436,1.7,2442,8,19,163
,23,63,1.631,0,24,1427,1.7,2425,8,19,163
,25,63,1.633,1,24,1573,1.5,2359,8,19,163
,25,61,1.633,1,23,1541,1.3,2003,8,17,163
,24,64,1.631,1,24,1589,1.5,2384,8,19,163
,23,63,1.631,1,24,1588,1.5,2382,8,19,163
,25,64,1.631,0,24,1425,1.7,2422,8,19,163
,25,62,1.631,0,23,1405,1.3,1826,8,16,163
,23,63,1.633,0,24,1429,1.7,2429,8,19,163
,24,62,1.631,1,23,1565,1.3,2034,8,17,163
,25,61,1.632,0,23,1400,1.3,1820,8,16,163
,23,62,1.632,1,23,1570,1.5,2355,8,19,163
,25,61,1.632,0,23,1396,1.3,1815,8,16,163
,23,62,1.632,1,23,1577,1.5,2365,8,19,163
,24,63,1.631,1,24,1575,1.5,2363,8,19,163
,23,63,1.631,1,24,1590,1.5,2385,8,19,163
,24,61,1.632,1,23,1554,1.3,2020,8,17,163
,23,62,1.632,1,23,1576,1.5,2364,8,19,163
,25,62,1.631,1,23,1558,1.7,2649,8,20,163
,25,63,1.632,0,24,1418,1.7,2411,8,19,163
,23,61,1.632,0,23,1406,1.7,2391,8,19,163
,25,63,1.633,1,23,1569,1.5,2354,8,19,163
,25,63,1.631,0,24,1424,1.7,2420,8,19,163
,24,62,1.633,0,23,1411,1.7,2399,8,19,163
,25,61,1.631,1,23,1543,1.9,2932,8,22,163
,25,63,1.631,0,24,1416,1.3,1841,8,16,163
,25,61,1.631,1,23,1553,1.7,2640,8,20,163
,24,62,1.632,1,23,1569,1.3,2040,8,17,163
,24,61,1.631,1,23,1548,1.9,2941,8,22,163
,23,61,1.631,1,23,1562,1.3,2031,8,17,163
,25,63,1.631,0,24,1423,1.7,2419,8,19,163
,22,63,1.631,0,24,1437,1.7,2443,8,19,163
,23,61,1.632,1,23,1557,1.7,2646,8,20,163
,24,63,1.633,1,24,1586,1.5,2379,8,19,163
,23,63,1.632,0,23,1424,1.7,2421,8,19,163
,25,61,1.631,1,23,1545,1.9,2935,8,22,163
,24,63,1.632,0,24,1420,1.3,1846,8,16,163
,24,62,1.632,1,23,1573,1.5,2360,8,19,163
,25,63,1.632,0,24,1423,1.7,2418,8,19,163
,25,62,1.631,0,23,1407,1.7,2393,8,19,163
,23,62,1.633,0,23,1417,1.7,2409,8,19,163
,23,61,1.632,1,23,1560,1.3,2027,8,17,163
,24,61,1.631,1,23,1553,1.3,2019,8,17,163
,23,62,1.631,0,23,1421,1.7,2415,8,19,163
,23,63,1.633,0,24,1430,1.7,2431,8,19,163
,24,61,1.632,0,23,1405,1.3,1826,8,16,163
,23,62,1.631,0,23,1420,1.7,2414,8,19,163
,23,62,1.633,1,23,1576,1.3,2049,8,17,163
,22,61,1.631,0,23,1417,1.3,1842,8,16,163
,24,61,1.631,0,23,1401,1.3,1821,8,16,163
,23,61,1.632,1,23,1561,1.3,2029,8,17,163
,24,61,1.632,0,23,1409,1.7,2395,8,19,163
,22,61,1.633,1,23,1572,1.3,2044,8,17,163
,23,61,1.633,0,23,1406,1.3,1828,8,16,163
,24,61,1.632,0,23,1403,1.7,2385,8,19,163
,24,61,1.631,1,23,1553,1.7,2640,8,20,163
,24,61,1.632,0,23,1402,1.3,1822,8,16,163
,23,63,1.633,0,24,1433,1.7,2436,8,19,163
,24,61,1.631,1,23,1557,1.7,2646,8,20,163
,24,61,1.633,0,23,1405,1.3,1826,8,16,163
,23,62,1.633,0,23,1416,1.3,1841,8,16,163
,24,61,1.633,0,23,1408,1.3,1830,8,16,163
,22,62,1.631,0,23,1421,1.7,2415,8,19,163
,25,62,1.632,0,23,1410,1.3,1832,8,16,163
,23,61,1.633,0,23,1411,1.3,1834,8,16,163
,25,61,1.632,1,23,1543,1.9,2933,8,22,163
,24,63,1.632,1,24,1578,1.5,2367,8,19,163
,25,63,1.631,0,24,1422,1.3,1848,8,16,163
,23,61,1.631,1,23,1563,1.3,2031,8,17,163
,24,61,1.632,0,23,1407,1.7,2392,8,19,163
,22,61,1.632,0,23,1418,1.7,2411,8,19,163
,23,61,1.631,0,23,1406,1.7,2391,8,19,163
,22,63,1.632,0,24,1431,1.7,2433,8,19,163
,25,64,1.631,0,24,1426,1.7,2424,8,19,163
,25,64,1.632,1,24,1582,1.5,2374,8,19,163
,24,61,1.633,1,23,1549,1.9,2942,8,22,163
,22,61,1.632,1,23,1572,1.3,2043,8,17,163
,25,63,1.631,0,24,1423,1.7,2418,8,19,163
,24,63,1.631,0,24,1425,1.7,2423,8,19,163
,24,61,1.633,0,23,1401,1.7,2382,8,19,163
,23,61,1.632,0,23,1414,1.3,1838,8,16,163
,24,63,1.631,0,24,1421,1.3,1847,8,16,163
,25,60,1.631,1,23,1540,1.3,2002,8,17,163
,22,62,1.631,0,23,1419,1.3,1845,8,16,163
,24,62,1.632,1,23,1571,1.5,2357,8,19,163
,24,64,1.632,0,24,1432,1.7,2434,8,19,163
,25,61,1.631,1,23,1552,1.3,2018,8,17,163
,22,61,1.632,0,23,1417,1.7,2408,8,19,163
,24,62,1.633,0,23,1418,1.3,1843,8,16,163
,23,61,1.632,1,23,1561,1.3,2030,8,17,163
,23,62,1.632,1,23,1573,1.3,2044,8,17,163
,24,61,1.633,0,23,1405,1.7,2388,8,19,163
,24,61,1.632,0,23,1401,1.3,1821,8,16,163
,23,62,1.631,0,23,1415,1.7,2405,8,19,163
,24,61,1.631,1,23,1554,1.3,2020,8,17,163
,24,62,1.632,0,23,1415,1.3,1840,8,16,163
,24,61,1.633,0,23,1402,1.7,2383,8,19,163
,25,61,1.632,1,23,1551,1.7,2636,8,20,163
,24,62,1.632,0,23,1413,1.3,1836,8,16,163
,24,61,1.631,1,23,1547,1.9,2939,8,22,163
,24,62,1.631,1,23,1568,1.3,2038,8,17,163
,24,64,1.633,0,24,1430,1.7,2431,8,19,163
,25,61,1.633,1,23,1553,1.7,2641,8,20,163
,25,63,1.632,0,23,1415,1.3,1839,8,16,163
,22,60,1.633,0,23,1409,1.3,1832,8,16,163
,22,63,1.631,0,24,1430,1.7,2431,8,19,163
,24,63,1.631,1,23,1575,1.5,2362,8,19,163
,22,64,1.631,1,24,1606,1.5,2409,8,19,163
,25,61,1.632,1,23,1547,1.7,2629,8,20,163
,24,61,1.633,0,23,1402,1.3,1823,8,16,163
,24,63,1.633,0,24,1421,1.3,1848,8,16,163
,22,63,1.632,1,24,1595,1.5,2393,8,19,163
,23,61,1.632,0,23,1413,1.3,1836,8,16,163
,22,61,1.631,0,23,1415,1.3,1840,8,16,163
,23,61,1.631,1,23,1555,1.7,2644,8,20,163
,22,61,1.633,0,23,1418,1.7,2410,8,19,163
,25,62,1.632,1,23,1557,1.3,2024,8,17,163
,24,61,1.632,0,23,1404,1.7,2387,8,19,163
,23,64,1.631,0,24,1436,1.7,2442,8,19,163
,22,62,1.632,0,23,1427,1.7,2426,8,19,163
,22,61,1.631,0,23,1412,1.7,2401,8,19,163
,24,62,1.631,0,23,1412,1.3,1836,8,16,163
,24,63,1.631,1,24,1587,1.5,2380,8,19,163
,24,62,1.633,1,23,1565,1.3,2035,8,17,163
,22,63,1.632,1,24,1591,1.5,2386,8,19,163
,25,63,1.632,1,24,1575,1.3,2047,8,17,163
,22,61,1.632,0,23,1412,1.3,1835,8,16,163
,22,63,1.631,0,24,1437,1.5,2156,8,18,163
,23,62,1.631,1,23,1576,1.5,2364,8,19,163
,24,62,1.632,1,23,1573,1.3,2044,8,17,163
,24,62,1.632,1,23,1562,1.3,2030,8,17,163
,22,63,1.632,1,24,1597,1.5,2395,8,19,163
,25,61,1.631,1,23,1550,1.7,2635,8,20,163
,24,62,1.633,0,23,1415,1.3,1840,8,16,163
,22,64,1.632,1,24,1604,1.5,2406,8,19,163
,25,62,1.633,0,23,1408,1.3,1831,8,16,163
,23,63,1.633,0,23,1425,1.7,2422,8,19,163
,22,62,1.632,1,23,1577,1.5,2365,8,19,163
,24,62,1.631,0,23,1412,1.7,2400,8,19,163
,24,62,1.633,1,23,1574,1.3,2046,8,17,163
,23,61,1.631,0,23,1411,1.3,1834,8,16,163
,25,60,1.633,0,23,1395,1.3,1814,8,16,163
,25,62,1.632,1,23,1555,1.3,2022,8,17,163
,22,61,1.631,1,23,1568,1.5,2351,8,19,163
,24,62,1.631,1,23,1567,1.3,2037,8,17,163
,23,63,1.632,0,24,1425,1.7,2422,8,19,163
,22,61,1.632,0,23,1410,1.7,2398,8,19,163
,22,61,1.631,1,23,1571,1.3,2043,8,17,163
,25,61,1.632,0,23,1401,1.3,1821,8,16,163
,23,62,1.632,0,23,1421,1.3,1848,8,16,163
,22,63,1.632,1,23,1589,1.5,2384,8,19,163
,23,63,1.632,1,24,1585,1.5,2378,8,19,163
,25,62,1.633,0,23,1409,1.7,2395,8,19,163
,24,62,1.631,1,23,1572,1.3,2043,8,17,163
,22,61,1.632,0,23,1411,1.3,1835,8,16,163
,22,63,1.632,0,24,1435,1.7,2440,8,19,163
,22,63,1.632,1,24,1596,1.5,2394,8,19,163
,25,62,1.632,1,23,1563,1.3,2032,8,17,163
,23,62,1.632,1,23,1572,1.5,2358,8,19,163
,22,61,1.631,0,23,1411,1.3,1835,8,16,163
,25,63,1.631,0,24,1419,1.7,2413,8,19,163
,23,63,1.631,1,24,1592,1.5,2389,8,19,163
,22,61,1.631,1,23,1573,1.3,2045,8,17,163
,25,61,1.632,0,23,1402,1.3,1822,8,16,163
,23,63,1.631,1,24,1589,1.5,2383,8,19,163
,24,62,1.633,0,23,1413,1.3,1837,8,16,163
,25,61,1.631,1,23,1542,1.3,2005,8,17,163
,22,63,1.632,1,24,1598,1.5,2396,8,19,163
,23,63,1.632,1,24,1585,1.5,2377,8,19,163
,22,62,1.631,1,23,1587,1.5,2381,8,19,163
,22,61,1.633,0,23,1419,1.7,2411,8,19,163
,22,63,1.632,0,24,1434,1.5,2151,8,18,163
,25,63,1.633,1,23,1569,1.5,2353,8,19,163
,23,62,1.633,1,23,1573,1.5,2359,8,19,163
,25,63,1.631,0,24,1424,1.7,2420,8,19,163
,23,62,1.632,0,23,1421,1.3,1847,8,16,163
,23,62,1.632,1,23,1572,1.3,2044,8,17,163
,25,60,1.631,1,23,1539,1.3,2001,8,17,163
,25,62,1.632,1,23,1556,1.7,2644,8,20,163
,24,61,1.631,0,23,1407,1.7,2393,8,19,163
,22,62,1.631,1,23,1583,1.5,2374,8,19,163
,24,61,1.631,1,23,1557,1.7,2647,8,20,163
,24,62,1.631,0,23,1414,1.3,1838,8,16,163
,25,62,1.631,1,23,1563,1.3,2032,8,17,163
,23,62,1.633,1,23,1572,1.5,2358,8,19,163
,25,61,1.632,0,23,1402,1.3,1822,8,16,163
,23,64,1.631,0,24,1434,1.5,2152,8,18,163
,25,62,1.633,1,23,1565,1.3,2034,8,17,163
,24,61,1.633,1,23,1549,1.7,2633,8,20,163
,25,62,1.632,0,23,1407,1.7,2392,8,19,163
,24,62,1.633,0,23,1418,1.7,2410,8,19,163
,24,61,1.633,1,23,1557,1.3,2024,8,17,163
,25,62,1.633,0,23,1410,1.3,1833,8,16,163
,25,63,1.631,1,24,1570,1.5,2355,8,19,163
,23,64,1.632,1,24,1599,1.5,2398,8,19,163
,24,61,1.631,0,23,1402,1.3,1823,8,16,163
,25,63,1.632,0,24,1419,1.3,1845,8,16,163
,25,62,1.631,0,23,1409,1.7,2396,8,19,163
,25,63,1.631,1,24,1574,1.3,2046,8,17,163
,24,64,1.631,0,24,1430,1.7,2431,8,19,163
,24,61,1.632,1,23,1556,1.3,2023,8,17,163
,22,62,1.631,0,23,1421,1.7,2416,8,19,163
,25,63,1.633,1,24,1575,1.5,2362,8,19,163
,23,63,1.631,1,24,1592,1.5,2387,8,19,163
,23,62,1.632,1,23,1572,1.3,2044,8,17,163
,24,63,1.631,1,24,1586,1.5,2379,8,19,163
,25,63,1.633,0,24,1421,1.3,1847,8,16,163
,22,61,1.633,1,23,1566,1.3,2036,8,17,163
,24,62,1.631,1,23,1574,1.5,2361,8,19,163
,23,62,1.632,1,23,1571,1.5,2356,8,19,163
,24,62,1.632,1,23,1562,1.3,2030,8,17,163
,24,62,1.633,0,23,1417,1.7,2408,8,19,163
,23,62,1.632,0,23,1419,1.3,1844,8,16,163
,24,61,1.633,0,23,1409,1.3,1831,8,16,163
,22,62,1.631,1,23,1577,1.3,2050,8,17,163
,23,63,1.633,0,24,1426,1.7,2425,8,19,163
,25,63,1.632,1,24,1573,1.5,2359,8,19,163
,22,62,1.632,0,23,1425,1.7,2423,8,19,163
,23,64,1.633,0,24,1434,1.7,2437,8,19,163
,23,62,1.631,1,23,1579,1.5,2369,8,19,163
,25,63,1.631,0,24,1424,1.7,2421,8,19,163
,23,62,1.632,0,23,1418,1.7,2410,8,19,163
,25,61,1.631,1,23,1543,1.7,2624,8,20,163
,25,61,1.632,0,23,1402,1.7,2383,8,19,163
,22,64,1.632,1,24,1604,1.5,2406,8,19,163
,23,62,1.633,0,23,1422,1.3,1849,8,16,163
,23,63,1.633,0,23,1426,1.7,2424,8,19,163
,23,63,1.632,1,24,1583,1.5,2375,8,19,163
,25,60,1.632,0,23,1395,1.7,2372,8,19,163
,23,61,1.632,0,23,1409,1.3,1831,8,16,163
,23,61,1.631,0,23,1411,1.3,1834,8,16,163
,25,61,1.632,0,23,1398,1.3,1818,8,16,163
,23,60,1.631,1,23,1553,1.3,2019,8,17,163
,23,62,1.632,1,23,1568,1.5,2353,8,19,163
,22,64,1.631,0,24,1438,1.5,2157,8,18,163
,24,61,1.632,0,23,1400,1.3,1820,8,16,163
,22,62,1.631,0,23,1422,1.3,1848,8,16,163
,24,63,1.633,1,24,1587,1.5,2381,8,19,163
,25,61,1.632,0,23,1403,1.3,1823,8,16,163
,23,62,1.631,1,23,1578,1.5,2367,8,19,163
,24,63,1.633,0,24,1424,1.7,2421,8,19,163
,23,61,1.631,1,23,1557,1.3,2024,8,17,163
,23,61,1.633,0,23,1413,1.3,1837,8,16,163
,23,62,1.633,1,23,1575,1.5,2363,8,19,163
,25,62,1.632,1,23,1557,1.3,2025,8,17,163
,24,62,1.632,0,23,1418,1.3,1843,8,16,163
,24,61,1.633,1,23,1550,1.9,2945,8,22,163
,25,61,1.632,1,23,1545,1.7,2626,8,20,163
,23,62,1.631,0,23,1419,1.3,1844,8,16,163
,24,64,1.631,1,24,1588,1.5,2382,8,19,163
,22,64,1.632,1,24,1606,1.5,2408,8,19,163
,24,61,1.632,1,23,1550,1.9,2944,8,22,163
,23,62,1.633,0,23,1419,1.3,1845,8,16,163
,22,62,1.631,1,23,1581,1.5,2372,8,19,163
,22,63,1.632,1,24,1598,1.5,2397,8,19,163
,24,62,1.633,0,23,1419,1.7,2412,8,19,163
,22,62,1.631,0,23,1428,1.7,2427,8,19,163
,23,63,1.632,0,24,1426,1.7,2424,8,19,163
,24,62,1.632,0,23,1411,1.3,1834,8,16,163
,23,64,1.631,0,24,1433,1.5,2150,8,18,163
,22,62,1.632,1,23,1574,1.5,2362,8,19,163
,25,63,1.632,0,24,1418,1.3,1844,8,16,163
,22,61,1.632,1,23,1572,1.5,2358,8,19,163
,23,61,1.631,1,23,1558,1.7,2648,8,20,163
,23,62,1.632,1,23,1579,1.5,2368,8,19,163
,23,64,1.632,1,24,1595,1.5,2393,8,19,163
,23,62,1.632,0,23,1419,1.7,2413,8,19,163
,22,63,1.633,0,24,1432,1.7,2435,8,19,163
,22,62,1.632,0,23,1421,1.7,2416,8,19,163
,23,62,1.632,1,23,1572,1.5,2358,8,19,163
,22,61,1.633,0,23,1415,1.7,2406,8,19,163
,25,63,1.633,1,24,1580,1.5,2370,8,19,163
,22,62,1.633,1,23,1582,1.5,2372,8,19,163
,23,61,1.631,0,23,1411,1.7,2398,8,19,163
,24,61,1.631,1,23,1550,1.9,2944,8,22,163
,24,61,1.632,0,23,1402,1.3,1822,8,16,163
,23,61,1.633,1,23,1563,1.3,2032,8,17,163
,24,62,1.633,1,23,1573,1.5,2359,8,19,163
,22,61,1.632,0,23,1410,1.7,2397,8,19,163
,25,61,1.631,1,23,1551,1.3,2016,8,17,163
,24,61,1.632,0,23,1407,1.3,1829,8,16,163
,24,61,1.633,1,23,1559,1.3,2027,8,17,163
,25,61,1.632,0,23,1403,1.3,1824,8,16,163
,25,62,1.632,0,23,1408,1.7,2393,8,19,163
,24,61,1.631,0,23,1405,1.3,1826,8,16,163
,22,61,1.632,0,23,1416,1.7,2407,8,19,163
,22,61,1.633,0,23,1413,1.3,1836,8,16,163
,23,62,1.633,1,23,1577,1.5,2365,8,19,163
,22,64,1.631,0,24,1440,1.5,2160,8,18,163
,25,63,1.632,1,24,1576,1.5,2365,8,19,163
,23,64,1.631,1,24,1595,1.5,2393,8,19,163
,23,62,1.632,0,23,1415,1.7,2405,8,19,163
,24,63,1.632,1,24,1581,1.5,2372,8,19,163
,24,62,1.632,0,23,1413,1.7,2401,8,19,163
,23,62,1.632,1,23,1569,1.3,2039,8,17,163
,23,61,1.632,0,23,1407,1.7,2391,8,19,163
,22,62,1.633,1,23,1580,1.5,2370,8,19,163
,24,63,1.633,0,24,1423,1.7,2420,8,19,163
,25,61,1.633,1,23,1552,1.7,2639,8,20,163
,24,63,1.632,1,24,1582,1.5,2373,8,19,163
,24,61,1.632,1,23,1556,1.3,2022,8,17,163
,25,61,1.632,1,23,1551,1.9,2947,8,22,163
,23,61,1.632,0,23,1411,1.3,1835,8,16,163
,22,62,1.631,1,23,1575,1.5,2362,8,19,163
,22,61,1.633,0,23,1410,1.3,1834,8,16,163
,24,60,1.632,0,23,1400,1.7,2379,8,19,163
,23,60,1.633,1,23,1554,1.7,2642,8,20,163
,25,62,1.632,0,23,1414,1.7,2403,8,19,163
,24,61,1.632,1,23,1555,1.7,2644,8,20,163
,22,62,1.633,0,23,1426,1.7,2424,8,19,163
,23,63,1.632,0,24,1430,1.7,2431,8,19,163
,23,63,1.631,0,24,1431,1.7,2433,8,19,163
,23,60,1.633,1,23,1554,1.3,2020,8,17,163
,24,62,1.632,1,23,1571,1.3,2043,8,17,163
,24,63,1.631,1,24,1587,1.5,2381,8,19,163
,25,62,1.632,1,23,1555,1.3,2022,8,17,163
,24,63,1.631,0,24,1426,1.7,2424,8,19,163
,24,62,1.633,0,23,1413,1.7,2402,8,19,163
,24,64,1.633,0,24,1429,1.7,2429,8,19,163
,24,61,1.632,1,23,1550,1.7,2634,8,20,163
,23,62,1.631,0,23,1416,1.3,1841,8,16,163
,23,63,1.632,0,24,1426,1.7,2424,8,19,163
,25,61,1.633,1,23,1550,1.9,2945,8,22,163
,22,62,1.633,1,23,1587,1.5,2380,8,19,163
,22,63,1.632,1,24,1590,1.5,2385,8,19,163
,25,63,1.631,1,24,1574,1.3,2047,8,17,163
,23,61,1.631,0,23,1410,1.7,2396,8,19,163
,23,61,1.632,1,23,1561,1.3,2029,8,17,163
,22,62,1.633,0,23,1423,1.7,2420,8,19,163
,23,61,1.633,0,23,1407,1.7,2392,8,19,163
,22,63,1.632,1,24,1590,1.5,2385,8,19,163
,23,63,1.632,1,24,1588,1.5,2381,8,19,163
,23,62,1.631,0,23,1415,1.3,1840,8,16,163
,23,63,1.633,1,24,1595,1.5,2392,8,19,163
,22,63,1.632,0,24,1431,1.7,2432,8,19,163
,25,61,1.631,0,23,1398,1.7,2376,8,19,163
,24,62,1.632,1,23,1569,1.5,2353,8,19,163
,24,61,1.632,0,23,1404,1.7,2387,8,19,163
,23,64,1.633,0,24,1435,1.5,2152,8,18,163
,23,61,1.633,1,23,1556,1.7,2645,8,20,163
,24,62,1.631,0,23,1411,1.7,2399,8,19,163
,23,63,1.632,0,24,1428,1.7,2428,8,19,163
,23,64,1.632,0,24,1435,1.7,2440,8,19,163
,22,63,1.632,1,24,1598,1.5,2397,8,19,163
,24,61,1.632,0,23,1401,1.7,2382,8,19,163
,24,61,1.633,0,23,1404,1.3,1825,8,16,163
,25,63,1.632,0,23,1416,1.7,2406,8,19,163
,23,61,1.632,0,23,1413,1.3,1838,8,16,163
,23,61,1.631,1,23,1558,1.3,2025,8,17,163
,24,61,1.633,1,23,1554,1.7,2643,8,20,163
,23,62,1.633,0,23,1422,1.3,1849,8,16,163
,23,62,1.631,1,23,1577,1.5,2366,8,19,163
,23,61,1.632,0,23,1410,1.7,2397,8,19,163
,22,64,1.632,0,24,1439,1.5,2158,8,18,163
,23,63,1.631,1,24,1592,1.5,2388,8,19,163
,25,61,1.632,1,23,1541,1.7,2619,8,20,163
,22,62,1.631,0,23,1421,1.7,2415,8,19,163
,23,64,1.633,1,24,1596,1.5,2395,8,19,163
,24,61,1.632,0,23,1401,1.3,1821,8,16,163
,22,63,1.631,0,24,1435,1.7,2440,8,19,163
,23,62,1.633,0,23,1423,1.7,2420,8,19,163
,23,62,1.632,0,23,1418,1.3,1844,8,16,163
,25,62,1.633,1,23,1555,1.7,2643,8,20,163
,24,61,1.631,1,23,1549,1.9,2943,8,22,163
,25,62,1.632,0,23,1407,1.3,1829,8,16,163
,24,61,1.631,1,23,1558,1.7,2649,8,20,163
,22,62,1.631,1,23,1576,1.3,2049,8,17,163
,22,62,1.633,1,23,1575,1.5,2363,8,19,163
,25,61,1.632,1,23,1541,1.9,2928,8,22,163
,23,64,1.632,1,24,1597,1.5,2395,8,19,163
,22,63,1.632,1,24,1600,1.5,2400,8,19,163
,23,61,1.632,0,23,1408,1.7,2394,8,19,163
,23,63,1.632,0,24,1427,1.7,2425,8,19,163
,25,63,1.632,0,24,1418,1.3,1843,8,16,163
,23,62,1.632,0,23,1415,1.3,1839,8,16,163
,24,61,1.631,0,23,1403,1.7,2385,8,19,163
,22,63,1.632,0,24,1433,1.7,2437,8,19,163
,22,62,1.633,0,23,1429,1.7,2429,8,19,163
,23,63,1.631,1,24,1583,1.5,2374,8,19,163
,24,64,1.632,1,24,1591,1.5,2387,8,19,163
,24,62,1.632,1,23,1573,1.3,2044,8,17,163
,23,62,1.632,1,23,1581,1.5,2372,8,19,163
,23,62,1.632,1,23,1579,1.5,2368,8,19,163
,23,61,1.633,1,23,1555,1.3,2022,8,17,163
,23,64,1.632,0,24,1436,1.5,2154,8,18,163
,23,62,1.632,0,23,1422,1.7,2418,8,19,163
,25,62,1.633,0,23,1406,1.3,1828,8,16,163
,25,61,1.632,1,23,1552,1.7,2638,8,20,163
,22,61,1.632,1,23,1567,1.5,2351,8,19,163
,24,62,1.632,0,23,1417,1.3,1842,8,16,163
,25,62,1.631,0,23,1411,1.3,1834,8,16,163
,23,62,1.631,1,23,1574,1.3,2046,8,17,163
,23,61,1.631,1,23,1559,1.7,2650,8,20,163
,22,62,1.632,1,23,1581,1.5,2372,8,19,163
,24,61,1.631,0,23,1400,1.3,1820,8,16,163
,25,61,1.631,0,23,1396,1.7,2373,8,19,163
,23,63,1.632,0,24,1427,1.7,2425,8,19,163
,24,62,1.632,1,23,1567,1.5,2351,8,19,163
,25,62,1.631,1,23,1558,1.7,2649,8,20,163
,23,64,1.631,0,24,1435,1.7,2439,8,19,163
,24,62,1.632,0,23,1414,1.7,2403,8,19,163
,24,61,1.632,1,23,1550,1.9,2946,8,22,163
,25,63,1.633,1,23,1570,1.5,2355,8,19,163
,23,60,1.632,0,23,1404,1.3,1826,8,16,163
,23,64,1.633,0,24,1434,1.7,2438,8,19,163
,24,61,1.632,0,23,1402,1.3,1822,8,16,163
,24,62,1.631,0,23,1414,1.7,2404,8,19,163
,24,63,1.631,1,23,1574,1.5,2361,8,19,163
,25,63,1.631,0,24,1422,1.3,1849,8,16,163
,24,61,1.632,0,23,1403,1.7,2385,8,19,163
,23,62,1.632,1,23,1572,1.3,2043,8,17,163
,23,61,1.632,0,23,1410,1.7,2398,8,19,163
,24,61,1.633,1,23,1556,1.3,2023,8,17,163
,23,62,1.631,1,23,1567,1.5,2351,8,19,163
,25,60,1.631,0,23,1395,1.3,1813,8,16,163
,22,62,1.631,1,23,1581,1.5,2372,8,19,163
,24,61,1.633,0,23,1405,1.7,2389,8,19,163
,22,61,1.631,0,23,1415,1.7,2405,8,19,163
,23,61,1.631,0,23,1411,1.3,1834,8,16,163
,22,64,1.632,0,24,1439,1.5,2158,8,18,163
,24,61,1.631,0,23,1403,1.3,1824,8,16,163
,25,61,1.631,1,23,1549,1.7,2633,8,20,163
,23,63,1.632,0,24,1431,1.7,2433,8,19,163
,25,61,1.631,0,23,1403,1.3,1823,8,16,163
